hotel_name_ar,hotel_name_en,city,district,zone_type,proximity_band,central_map_number,central_sector,distance_to_haram_km,verification_status,source_authority,source_url,source_map_edition,source_notes,name_method,source_catalogue
فندق سيزون ستار,Season Star Hotel,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
فندق سيلا,Sela Hotel,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
فندق شذا الضيافة,Shaza Al Diyafa Hotel,المدينة المنورة,العريض,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
فندق شذا المدينة,Shaza Al Madina,المدينة المنورة,المنطقة المركزية الشمالية,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Existing WAFD reference,,,,OTA/brand matched,OTA400
شذا ريجنسي بلازا المدينة,Shaza Regency Plaza Al Madinah,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,Booking.com current property name,OTA400
شقق ازار السلام,Azar Al Salam Apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
شقق بارك بلس سيرفيد,Park Plus Served Apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,,,OTA English + standardized Arabic,OTA400
شقق جلامور طابة,Glamour Tabba Apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
شقق فاتوران لاكجري,Vatoran Luxury Apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
شقق قباء,Quba View,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,,,Bilingual source row,OTA400
شقق مخدومة أكنان المنورة,Aknan Al Munawarah Serviced Apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
شقق مخدومة الفاخاما الماسيا,alfakhama almasia Serviced Apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,,,OTA English + standardized Arabic,OTA400
شقق مخدومة إليجانت,ELEGANT SERVICED APARTMENTS,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,,,OTA English + standardized Arabic,OTA400
شقق مخدومة أنيس النفوس,Anis Al Nafoos Serviced Apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
شقق مخدومة بارك المدينة,Park Al Madinah Serviced Apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,,,OTA English + standardized Arabic,OTA400
شقق مخدومة درة العزيزية,Durrat Al Aziziyah Serviced Apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
شقق مخدومة ديار الساليهين,Diyar AlSaliheen Serviced Apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,,,OTA English + standardized Arabic,OTA400
شقق مخدومة ريف الشارك,Reef Alsharq Serviced Apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
شقق مخدومة سنابل المدينة,Sanabel Al Madina Serviced Apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
شقق مخدومة لمار طيبة,Lamar Taiba Serviced Apartment,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
شقق مخدومة لوما,Luma Serviced Apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
شقق مخدومة منازل ماريز فور,Manazel Marez for serviced apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,,,OTA English + standardized Arabic,OTA400
شقق مي هوم 2,My Home 2 Apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
شقق هوني و رومس,Honey Apartments And Rooms,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
شقق واهات المدينة,Wahat Al Madinah Hotel Apartments,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
شقق ين طيبة,In Taiba Apartment,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
شورستاي باي بست ويسترن المدينة,Surestay By Best Western Madinah,المدينة المنورة,,,,,,,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,,,OTA English + standardized Arabic,OTA400
شيرادون,Shyradwn Hotel,المدينة المنورة,المنطقة المركزية,المنطقة المركزية / Central Zone,داخل المنطقة المركزية / Central Area,140,100,0,رسمي موثق / Official Verified,المخطط الإرشادي للمسجد النبوي ومرافقه وفنادق المنطقة المركزية,,1448هـ / 2026م,تمت مطابقة الاسم ورقم الموقع من المخطط المرفق؛ الترخيص التجاري يحتاج تحققًا مستقلاً,Standardized transliteration from official-map Arabic name,Central204
